Task_ID,Question_Content,Difficulty
2496,"The value of an alphanumeric string can be defined as:  The numeric representation of the string in base 10, if it comprises of digits only. The length of the string, otherwise. Given an array strs of alphanumeric strings, return the maximum value of any string in strs.     Example 1:  Input: strs = [""alic3"",""bob"",""3"",""4"",""00000""] Output: 5 Explanation:  - ""alic3"" consists of both letters and digits, so its value is its length, i.e. 5. - ""bob"" consists only of letters, so its value is also its length, i.e. 3. - ""3"" consists only of digits, so its value is its numeric equivalent, i.e. 3. - ""4"" also consists only of digits, so its value is 4. - ""00000"" consists only of digits, so its value is 0. Hence, the maximum value is 5, of ""alic3"". Example 2:  Input: strs = [""1"",""01"",""001"",""0001""] Output: 1 Explanation:  Each string in the array has value 1. Hence, we return 1.    Constraints:  1 <= strs.length <= 100 1 <= strs[i].length <= 9 strs[i] consists of only lowercase English letters and digits.", Easy
2497,"There is an undirected graph consisting of n nodes numbered from 0 to n - 1. You are given a 0-indexed integer array vals of length n where vals[i] denotes the value of the ith node.  You are also given a 2D integer array edges where edges[i] = [ai, bi] denotes that there exists an undirected edge connecting nodes ai and bi.  A star graph is a subgraph of the given graph having a center node containing 0 or more neighbors. In other words, it is a subset of edges of the given graph such that there exists a common node for all edges.  The image below shows star graphs with 3 and 4 neighbors respectively, centered at the blue node.   The star sum is the sum of the values of all the nodes present in the star graph.  Given an integer k, return the maximum star sum of a star graph containing at most k edges.     Example 1:   Input: vals = [1,2,3,4,10,-10,-20], edges = [[0,1],[1,2],[1,3],[3,4],[3,5],[3,6]], k = 2 Output: 16 Explanation: The above diagram represents the input graph. The star graph with the maximum star sum is denoted by blue. It is centered at 3 and includes its neighbors 1 and 4. It can be shown it is not possible to get a star graph with a sum greater than 16. Example 2:  Input: vals = [-5], edges = [], k = 0 Output: -5 Explanation: There is only one possible star graph, which is node 0 itself. Hence, we return -5.    Constraints:  n == vals.length 1 <= n <= 105 -104 <= vals[i] <= 104 0 <= edges.length <= min(n * (n - 1) / 2, 105) edges[i].length == 2 0 <= ai, bi <= n - 1 ai != bi 0 <= k <= n - 1", Medium
2498,"You are given a 0-indexed integer array stones sorted in strictly increasing order representing the positions of stones in a river.  A frog, initially on the first stone, wants to travel to the last stone and then return to the first stone. However, it can jump to any stone at most once.  The length of a jump is the absolute difference between the position of the stone the frog is currently on and the position of the stone to which the frog jumps.  More formally, if the frog is at stones[i] and is jumping to stones[j], the length of the jump is |stones[i] - stones[j]|. The cost of a path is the maximum length of a jump among all jumps in the path.  Return the minimum cost of a path for the frog.     Example 1:   Input: stones = [0,2,5,6,7] Output: 5 Explanation: The above figure represents one of the optimal paths the frog can take. The cost of this path is 5, which is the maximum length of a jump. Since it is not possible to achieve a cost of less than 5, we return it. Example 2:   Input: stones = [0,3,9] Output: 9 Explanation:  The frog can jump directly to the last stone and come back to the first stone.  In this case, the length of each jump will be 9. The cost for the path will be max(9, 9) = 9. It can be shown that this is the minimum achievable cost.    Constraints:  2 <= stones.length <= 105 0 <= stones[i] <= 109 stones[0] == 0 stones is sorted in a strictly increasing order.", Medium
2499,"You are given two 0-indexed integer arrays nums1 and nums2, of equal length n.  In one operation, you can swap the values of any two indices of nums1. The cost of this operation is the sum of the indices.  Find the minimum total cost of performing the given operation any number of times such that nums1[i] != nums2[i] for all 0 <= i <= n - 1 after performing all the operations.  Return the minimum total cost such that nums1 and nums2 satisfy the above condition. In case it is not possible, return -1.     Example 1:  Input: nums1 = [1,2,3,4,5], nums2 = [1,2,3,4,5] Output: 10 Explanation:  One of the ways we can perform the operations is: - Swap values at indices 0 and 3, incurring cost = 0 + 3 = 3. Now, nums1 = [4,2,3,1,5] - Swap values at indices 1 and 2, incurring cost = 1 + 2 = 3. Now, nums1 = [4,3,2,1,5]. - Swap values at indices 0 and 4, incurring cost = 0 + 4 = 4. Now, nums1 =[5,3,2,1,4]. We can see that for each index i, nums1[i] != nums2[i]. The cost required here is 10. Note that there are other ways to swap values, but it can be proven that it is not possible to obtain a cost less than 10. Example 2:  Input: nums1 = [2,2,2,1,3], nums2 = [1,2,2,3,3] Output: 10 Explanation:  One of the ways we can perform the operations is: - Swap values at indices 2 and 3, incurring cost = 2 + 3 = 5. Now, nums1 = [2,2,1,2,3]. - Swap values at indices 1 and 4, incurring cost = 1 + 4 = 5. Now, nums1 = [2,3,1,2,2]. The total cost needed here is 10, which is the minimum possible. Example 3:  Input: nums1 = [1,2,2], nums2 = [1,2,2] Output: -1 Explanation:  It can be shown that it is not possible to satisfy the given conditions irrespective of the number of operations we perform. Hence, we return -1.    Constraints:  n == nums1.length == nums2.length 1 <= n <= 105 1 <= nums1[i], nums2[i] <= n", Hard
2500,"You are given an m x n matrix grid consisting of positive integers.  Perform the following operation until grid becomes empty:  Delete the element with the greatest value from each row. If multiple such elements exist, delete any of them. Add the maximum of deleted elements to the answer. Note that the number of columns decreases by one after each operation.  Return the answer after performing the operations described above.     Example 1:   Input: grid = [[1,2,4],[3,3,1]] Output: 8 Explanation: The diagram above shows the removed values in each step. - In the first operation, we remove 4 from the first row and 3 from the second row (notice that, there are two cells with value 3 and we can remove any of them). We add 4 to the answer. - In the second operation, we remove 2 from the first row and 3 from the second row. We add 3 to the answer. - In the third operation, we remove 1 from the first row and 1 from the second row. We add 1 to the answer. The final answer = 4 + 3 + 1 = 8. Example 2:   Input: grid = [[10]] Output: 10 Explanation: The diagram above shows the removed values in each step. - In the first operation, we remove 10 from the first row. We add 10 to the answer. The final answer = 10.    Constraints:  m == grid.length n == grid[i].length 1 <= m, n <= 50 1 <= grid[i][j] <= 100", Easy
2501,"You are given an integer array nums. A subsequence of nums is called a square streak if:  The length of the subsequence is at least 2, and after sorting the subsequence, each element (except the first element) is the square of the previous number. Return the length of the longest square streak in nums, or return -1 if there is no square streak.  A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements.     Example 1:  Input: nums = [4,3,6,16,8,2] Output: 3 Explanation: Choose the subsequence [4,16,2]. After sorting it, it becomes [2,4,16]. - 4 = 2 * 2. - 16 = 4 * 4. Therefore, [4,16,2] is a square streak. It can be shown that every subsequence of length 4 is not a square streak. Example 2:  Input: nums = [2,3,5,6,7] Output: -1 Explanation: There is no square streak in nums so return -1.    Constraints:  2 <= nums.length <= 105 2 <= nums[i] <= 105", Medium
2502,"You are given an integer n representing the size of a 0-indexed memory array. All memory units are initially free.  You have a memory allocator with the following functionalities:  Allocate a block of size consecutive free memory units and assign it the id mID. Free all memory units with the given id mID. Note that:  Multiple blocks can be allocated to the same mID. You should free all the memory units with mID, even if they were allocated in different blocks. Implement the Allocator class:  Allocator(int n) Initializes an Allocator object with a memory array of size n. int allocate(int size, int mID) Find the leftmost block of size consecutive free memory units and allocate it with the id mID. Return the block's first index. If such a block does not exist, return -1. int free(int mID) Free all memory units with the id mID. Return the number of memory units you have freed.    Example 1:  Input [""Allocator"", ""allocate"", ""allocate"", ""allocate"", '""Free"", ""allocate"", ""allocate"", ""allocate"", '""Free"", ""allocate"", '""Free""] [[10], [1, 1], [1, 2], [1, 3], [2], [3, 4], [1, 1], [1, 1], [1], [10, 2], [7]] Output [null, 0, 1, 2, 1, 3, 1, 6, 3, -1, 0]  Explanation Allocator loc = new Allocator(10); // Initialize a memory array of size 10. All memory units are initially free. loc.allocate(1, 1); // The leftmost block's first index is 0. The memory array becomes [1,_,_,_,_,_,_,_,_,_]. We return 0. loc.allocate(1, 2); // The leftmost block's first index is 1. The memory array becomes [1,2,_,_,_,_,_,_,_,_]. We return 1. loc.allocate(1, 3); // The leftmost block's first index is 2. The memory array becomes [1,2,3,_,_,_,_,_,_,_]. We return 2. loc.free(2); // Free all memory units with mID 2. The memory array becomes [1,_, 3,_,_,_,_,_,_,_]. We return 1 since there is only 1 unit with mID 2. loc.allocate(3, 4); // The leftmost block's first index is 3. The memory array becomes [1,_,3,4,4,4,_,_,_,_]. We return 3. loc.allocate(1, 1); // The leftmost block's first index is 1. The memory array becomes [1,1,3,4,4,4,_,_,_,_]. We return 1. loc.allocate(1, 1); // The leftmost block's first index is 6. The memory array becomes [1,1,3,4,4,4,1,_,_,_]. We return 6. loc.free(1); // Free all memory units with mID 1. The memory array becomes [_,_,3,4,4,4,_,_,_,_]. We return 3 since there are 3 units with mID 1. loc.allocate(10, 2); // We can not find any free block with 10 consecutive free memory units, so we return -1. loc.free(7); // Free all memory units with mID 7. The memory array remains the same since there is no memory unit with mID 7. We return 0.    Constraints:  1 <= n, size, mID <= 1000 At most 1000 calls will be made to allocate and free.", Medium
2503,"You are given an m x n integer matrix grid and an array queries of size k.  Find an array answer of size k such that for each integer queries[i] you start in the top left cell of the matrix and repeat the following process:  If queries[i] is strictly greater than the value of the current cell that you are in, then you get one point if it is your first time visiting this cell, and you can move to any adjacent cell in all 4 directions: up, down, left, and right. Otherwise, you do not get any points, and you end this process. After the process, answer[i] is the maximum number of points you can get. Note that for each query you are allowed to visit the same cell multiple times.  Return the resulting array answer.     Example 1:   Input: grid = [[1,2,3],[2,5,7],[3,5,1]], queries = [5,6,2] Output: [5,8,1] Explanation: The diagrams above show which cells we visit to get points for each query. Example 2:   Input: grid = [[5,2,1],[1,1,2]], queries = [3] Output: [0] Explanation: We can not get any points because the value of the top left cell is already greater than or equal to 3.    Constraints:  m == grid.length n == grid[i].length 2 <= m, n <= 1000 4 <= m * n <= 105 k == queries.length 1 <= k <= 104 1 <= grid[i][j], queries[i] <= 106", Hard
2506,"You are given a 0-indexed string array words.  Two strings are similar if they consist of the same characters.  For example, ""abca"" and ""cba"" are similar since both consist of characters 'a', 'b', and 'c'. However, ""abacba"" and ""bcfd"" are not similar since they do not consist of the same characters. Return the number of pairs (i, j) such that 0 <= i < j <= word.length - 1 and the two strings words[i] and words[j] are similar.     Example 1:  Input: words = [""aba"",""aabb"",""abcd"",""bac"",""aabc""] Output: 2 Explanation: There are 2 pairs that satisfy the conditions: - i = 0 and j = 1 : both words[0] and words[1] only consist of characters 'a' and 'b'.  - i = 3 and j = 4 : both words[3] and words[4] only consist of characters 'a', 'b', and 'c'.  Example 2:  Input: words = [""aabb"",""ab"",""ba""] Output: 3 Explanation: There are 3 pairs that satisfy the conditions: - i = 0 and j = 1 : both words[0] and words[1] only consist of characters 'a' and 'b'.  - i = 0 and j = 2 : both words[0] and words[2] only consist of characters 'a' and 'b'. - i = 1 and j = 2 : both words[1] and words[2] only consist of characters 'a' and 'b'. Example 3:  Input: words = [""nba"",""cba"",""dba""] Output: 0 Explanation: Since there does not exist any pair that satisfies the conditions, we return 0.    Constraints:  1 <= words.length <= 100 1 <= words[i].length <= 100 words[i] consist of only lowercase English letters.", Easy
2507,"You are given a positive integer n.  Continuously replace n with the sum of its prime factors.  Note that if a prime factor divides n multiple times, it should be included in the sum as many times as it divides n. Return the smallest value n will take on.     Example 1:  Input: n = 15 Output: 5 Explanation: Initially, n = 15. 15 = 3 * 5, so replace n with 3 + 5 = 8. 8 = 2 * 2 * 2, so replace n with 2 + 2 + 2 = 6. 6 = 2 * 3, so replace n with 2 + 3 = 5. 5 is the smallest value n will take on. Example 2:  Input: n = 3 Output: 3 Explanation: Initially, n = 3. 3 is the smallest value n will take on.    Constraints:  2 <= n <= 105", Medium
2508,"There is an undirected graph consisting of n nodes numbered from 1 to n. You are given the integer n and a 2D array edges where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi. The graph can be disconnected.  You can add at most two additional edges (possibly none) to this graph so that there are no repeated edges and no self-loops.  Return true if it is possible to make the degree of each node in the graph even, otherwise return false.  The degree of a node is the number of edges connected to it.     Example 1:   Input: n = 5, edges = [[1,2],[2,3],[3,4],[4,2],[1,4],[2,5]] Output: true Explanation: The above diagram shows a valid way of adding an edge. Every node in the resulting graph is connected to an even number of edges. Example 2:   Input: n = 4, edges = [[1,2],[3,4]] Output: true Explanation: The above diagram shows a valid way of adding two edges. Example 3:   Input: n = 4, edges = [[1,2],[1,3],[1,4]] Output: false Explanation: It is not possible to obtain a valid graph with adding at most 2 edges.    Constraints:  3 <= n <= 105 2 <= edges.length <= 105 edges[i].length == 2 1 <= ai, bi <= n ai != bi There are no repeated edges.", Hard
2509,"You are given an integer n. There is a complete binary tree with 2n - 1 nodes. The root of that tree is the node with the value 1, and every node with a value val in the range [1, 2n - 1 - 1] has two children where:  The left node has the value 2 * val, and The right node has the value 2 * val + 1. You are also given a 2D integer array queries of length m, where queries[i] = [ai, bi]. For each query, solve the following problem:  Add an edge between the nodes with values ai and bi. Find the length of the cycle in the graph. Remove the added edge between nodes with values ai and bi. Note that:  A cycle is a path that starts and ends at the same node, and each edge in the path is visited only once. The length of a cycle is the number of edges visited in the cycle. There could be multiple edges between two nodes in the tree after adding the edge of the query. Return an array answer of length m where answer[i] is the answer to the ith query.     Example 1:   Input: n = 3, queries = [[5,3],[4,7],[2,3]] Output: [4,5,3] Explanation: The diagrams above show the tree of 23 - 1 nodes. Nodes colored in red describe the nodes in the cycle after adding the edge. - After adding the edge between nodes 3 and 5, the graph contains a cycle of nodes [5,2,1,3]. Thus answer to the first query is 4. We delete the added edge and process the next query. - After adding the edge between nodes 4 and 7, the graph contains a cycle of nodes [4,2,1,3,7]. Thus answer to the second query is 5. We delete the added edge and process the next query. - After adding the edge between nodes 2 and 3, the graph contains a cycle of nodes [2,1,3]. Thus answer to the third query is 3. We delete the added edge. Example 2:   Input: n = 2, queries = [[1,2]] Output: [2] Explanation: The diagram above shows the tree of 22 - 1 nodes. Nodes colored in red describe the nodes in the cycle after adding the edge. - After adding the edge between nodes 1 and 2, the graph contains a cycle of nodes [2,1]. Thus answer for the first query is 2. We delete the added edge.    Constraints:  2 <= n <= 30 m == queries.length 1 <= m <= 105 queries[i].length == 2 1 <= ai, bi <= 2n - 1 ai != bi", Hard
2511,"You are given a 0-indexed integer array forts of length n representing the positions of several forts. forts[i] can be -1, 0, or 1 where:  -1 represents there is no fort at the ith position. 0 indicates there is an enemy fort at the ith position. 1 indicates the fort at the ith the position is under your command. Now you have decided to move your army from one of your forts at position i to an empty position j such that:  0 <= i, j <= n - 1 The army travels over enemy forts only. Formally, for all k where min(i,j) < k < max(i,j), forts[k] == 0. While moving the army, all the enemy forts that come in the way are captured.  Return the maximum number of enemy forts that can be captured. In case it is impossible to move your army, or you do not have any fort under your command, return 0.     Example 1:  Input: forts = [1,0,0,-1,0,0,0,0,1] Output: 4 Explanation: - Moving the army from position 0 to position 3 captures 2 enemy forts, at 1 and 2. - Moving the army from position 8 to position 3 captures 4 enemy forts. Since 4 is the maximum number of enemy forts that can be captured, we return 4. Example 2:  Input: forts = [0,0,1,-1] Output: 0 Explanation: Since no enemy fort can be captured, 0 is returned.    Constraints:  1 <= forts.length <= 1000 -1 <= forts[i] <= 1", Easy
2512,"You are given two string arrays positive_feedback and negative_feedback, containing the words denoting positive and negative feedback, respectively. Note that no word is both positive and negative.  Initially every student has 0 points. Each positive word in a feedback report increases the points of a student by 3, whereas each negative word decreases the points by 1.  You are given n feedback reports, represented by a 0-indexed string array report and a 0-indexed integer array student_id, where student_id[i] represents the ID of the student who has received the feedback report report[i]. The ID of each student is unique.  Given an integer k, return the top k students after ranking them in non-increasing order by their points. In case more than one student has the same points, the one with the lower ID ranks higher.     Example 1:  Input: positive_feedback = [""smart"",""brilliant"",""studious""], negative_feedback = [""not""], report = [""this student is studious"",""the student is smart""], student_id = [1,2], k = 2 Output: [1,2] Explanation:  Both the students have 1 positive feedback and 3 points but since student 1 has a lower ID he ranks higher. Example 2:  Input: positive_feedback = [""smart"",""brilliant"",""studious""], negative_feedback = [""not""], report = [""this student is not studious"",""the student is smart""], student_id = [1,2], k = 2 Output: [2,1] Explanation:  - The student with ID 1 has 1 positive feedback and 1 negative feedback, so he has 3-1=2 points.  - The student with ID 2 has 1 positive feedback, so he has 3 points.  Since student 2 has more points, [2,1] is returned.    Constraints:  1 <= positive_feedback.length, negative_feedback.length <= 104 1 <= positive_feedback[i].length, negative_feedback[j].length <= 100 Both positive_feedback[i] and negative_feedback[j] consists of lowercase English letters. No word is present in both positive_feedback and negative_feedback. n == report.length == student_id.length 1 <= n <= 104 report[i] consists of lowercase English letters and spaces ' '. There is a single space between consecutive words of report[i]. 1 <= report[i].length <= 100 1 <= student_id[i] <= 109 All the values of student_id[i] are unique. 1 <= k <= n", Medium
2513,"We have two arrays arr1 and arr2 which are initially empty. You need to add positive integers to them such that they satisfy all the following conditions:  arr1 contains uniqueCnt1 distinct positive integers, each of which is not divisible by divisor1. arr2 contains uniqueCnt2 distinct positive integers, each of which is not divisible by divisor2. No integer is present in both arr1 and arr2. Given divisor1, divisor2, uniqueCnt1, and uniqueCnt2, return the minimum possible maximum integer that can be present in either array.     Example 1:  Input: divisor1 = 2, divisor2 = 7, uniqueCnt1 = 1, uniqueCnt2 = 3 Output: 4 Explanation:  We can distribute the first 4 natural numbers into arr1 and arr2. arr1 = [1] and arr2 = [2,3,4]. We can see that both arrays satisfy all the conditions. Since the maximum value is 4, we return it. Example 2:  Input: divisor1 = 3, divisor2 = 5, uniqueCnt1 = 2, uniqueCnt2 = 1 Output: 3 Explanation:  Here arr1 = [1,2], and arr2 = [3] satisfy all conditions. Since the maximum value is 3, we return it. Example 3:  Input: divisor1 = 2, divisor2 = 4, uniqueCnt1 = 8, uniqueCnt2 = 2 Output: 15 Explanation:  Here, the final possible arrays can be arr1 = [1,3,5,7,9,11,13,15], and arr2 = [2,6]. It can be shown that it is not possible to obtain a lower maximum satisfying all conditions.     Constraints:  2 <= divisor1, divisor2 <= 105 1 <= uniqueCnt1, uniqueCnt2 < 109 2 <= uniqueCnt1 + uniqueCnt2 <= 109", Medium
2514,"You are given a string s containing one or more words. Every consecutive pair of words is separated by a single space ' '.  A string t is an anagram of string s if the ith word of t is a permutation of the ith word of s.  For example, ""acb dfe"" is an anagram of ""abc def"", but ""def cab"" and ""adc bef"" are not. Return the number of distinct anagrams of s. Since the answer may be very large, return it modulo 109 + 7.     Example 1:  Input: s = ""too hot"" Output: 18 Explanation: Some of the anagrams of the given string are ""too hot"", ""oot hot"", ""oto toh"", ""too toh"", and ""too oht"". Example 2:  Input: s = ""aa"" Output: 1 Explanation: There is only one anagram possible for the given string.    Constraints:  1 <= s.length <= 105 s consists of lowercase English letters and spaces ' '. There is single space between consecutive words.", Hard
2515,"You are given a 0-indexed circular string array words and a string target. A circular array means that the array's end connects to the array's beginning.  Formally, the next element of words[i] is words[(i + 1) % n] and the previous element of words[i] is words[(i - 1 + n) % n], where n is the length of words. Starting from startIndex, you can move to either the next word or the previous word with 1 step at a time.  Return the shortest distance needed to reach the string target. If the string target does not exist in words, return -1.     Example 1:  Input: words = [""hello"",""i"",""am"",""leetcode"",""hello""], target = ""hello"", startIndex = 1 Output: 1 Explanation: We start from index 1 and can reach ""hello"" by - moving 3 units to the right to reach index 4. - moving 2 units to the left to reach index 4. - moving 4 units to the right to reach index 0. - moving 1 unit to the left to reach index 0. The shortest distance to reach ""hello"" is 1. Example 2:  Input: words = [""a"",""b"",""leetcode""], target = ""leetcode"", startIndex = 0 Output: 1 Explanation: We start from index 0 and can reach ""leetcode"" by - moving 2 units to the right to reach index 3. - moving 1 unit to the left to reach index 3. The shortest distance to reach ""leetcode"" is 1. Example 3:  Input: words = [""i"",""eat"",""leetcode""], target = ""ate"", startIndex = 0 Output: -1 Explanation: Since ""ate"" does not exist in words, we return -1.    Constraints:  1 <= words.length <= 100 1 <= words[i].length <= 100 words[i] and target consist of only lowercase English letters. 0 <= startIndex < words.length", Easy
2516,"You are given a string s consisting of the characters 'a', 'b', and 'c' and a non-negative integer k. Each minute, you may take either the leftmost character of s, or the rightmost character of s.  Return the minimum number of minutes needed for you to take at least k of each character, or return -1 if it is not possible to take k of each character.     Example 1:  Input: s = ""aabaaaacaabc"", k = 2 Output: 8 Explanation:  Take three characters from the left of s. You now have two 'a' characters, and one 'b' character. Take five characters from the right of s. You now have four 'a' characters, two 'b' characters, and two 'c' characters. A total of 3 + 5 = 8 minutes is needed. It can be proven that 8 is the minimum number of minutes needed. Example 2:  Input: s = ""a"", k = 1 Output: -1 Explanation: It is not possible to take one 'b' or 'c' so return -1.    Constraints:  1 <= s.length <= 105 s consists of only the letters 'a', 'b', and 'c'. 0 <= k <= s.length", Medium
2517,"You are given an array of positive integers price where price[i] denotes the price of the ith candy and a positive integer k.  The store sells baskets of k distinct candies. The tastiness of a candy basket is the smallest absolute difference of the prices of any two candies in the basket.  Return the maximum tastiness of a candy basket.     Example 1:  Input: price = [13,5,1,8,21,2], k = 3 Output: 8 Explanation: Choose the candies with the prices [13,5,21]. The tastiness of the candy basket is: min(|13 - 5|, |13 - 21|, |5 - 21|) = min(8, 8, 16) = 8. It can be proven that 8 is the maximum tastiness that can be achieved. Example 2:  Input: price = [1,3,1], k = 2 Output: 2 Explanation: Choose the candies with the prices [1,3]. The tastiness of the candy basket is: min(|1 - 3|) = min(2) = 2. It can be proven that 2 is the maximum tastiness that can be achieved. Example 3:  Input: price = [7,7,7,7], k = 2 Output: 0 Explanation: Choosing any two distinct candies from the candies we have will result in a tastiness of 0.    Constraints:  2 <= k <= price.length <= 105 1 <= price[i] <= 109", Medium
2518,"You are given an array nums consisting of positive integers and an integer k.  Partition the array into two ordered groups such that each element is in exactly one group. A partition is called great if the sum of elements of each group is greater than or equal to k.  Return the number of distinct great partitions. Since the answer may be too large, return it modulo 109 + 7.  Two partitions are considered distinct if some element nums[i] is in different groups in the two partitions.     Example 1:  Input: nums = [1,2,3,4], k = 4 Output: 6 Explanation: The great partitions are: ([1,2,3], [4]), ([1,3], [2,4]), ([1,4], [2,3]), ([2,3], [1,4]), ([2,4], [1,3]) and ([4], [1,2,3]). Example 2:  Input: nums = [3,3,3], k = 4 Output: 0 Explanation: There are no great partitions for this array. Example 3:  Input: nums = [6,6], k = 2 Output: 2 Explanation: We can either put nums[0] in the first partition or in the second partition. The great partitions will be ([6], [6]) and ([6], [6]).    Constraints:  1 <= nums.length, k <= 1000 1 <= nums[i] <= 109", Hard
2520,"Given an integer num, return the number of digits in num that divide num.  An integer val divides nums if nums % val == 0.     Example 1:  Input: num = 7 Output: 1 Explanation: 7 divides itself, hence the answer is 1. Example 2:  Input: num = 121 Output: 2 Explanation: 121 is divisible by 1, but not 2. Since 1 occurs twice as a digit, we return 2. Example 3:  Input: num = 1248 Output: 4 Explanation: 1248 is divisible by all of its digits, hence the answer is 4.    Constraints:  1 <= num <= 109 num does not contain 0 as one of its digits.", Easy
2521,"Given an array of positive integers nums, return the number of distinct prime factors in the product of the elements of nums.  Note that:  A number greater than 1 is called prime if it is divisible by only 1 and itself. An integer val1 is a factor of another integer val2 if val2 / val1 is an integer.    Example 1:  Input: nums = [2,4,3,7,10,6] Output: 4 Explanation: The product of all the elements in nums is: 2 * 4 * 3 * 7 * 10 * 6 = 10080 = 25 * 32 * 5 * 7. There are 4 distinct prime factors so we return 4. Example 2:  Input: nums = [2,4,8,16] Output: 1 Explanation: The product of all the elements in nums is: 2 * 4 * 8 * 16 = 1024 = 210. There is 1 distinct prime factor so we return 1.    Constraints:  1 <= nums.length <= 104 2 <= nums[i] <= 1000", Medium
2522,"You are given a string s consisting of digits from 1 to 9 and an integer k.  A partition of a string s is called good if:  Each digit of s is part of exactly one substring. The value of each substring is less than or equal to k. Return the minimum number of substrings in a good partition of s. If no good partition of s exists, return -1.  Note that:  The value of a string is its result when interpreted as an integer. For example, the value of ""123"" is 123 and the value of ""1"" is 1. A substring is a contiguous sequence of characters within a string.    Example 1:  Input: s = ""165462"", k = 60 Output: 4 Explanation: We can partition the string into substrings ""16"", ""54"", ""6"", and ""2"". Each substring has a value less than or equal to k = 60. It can be shown that we cannot partition the string into less than 4 substrings. Example 2:  Input: s = ""238182"", k = 5 Output: -1 Explanation: There is no good partition for this string.    Constraints:  1 <= s.length <= 105 s[i] is a digit from '1' to '9'. 1 <= k <= 109", Medium
2523,"Given two positive integers left and right, find the two integers num1 and num2 such that:  left <= nums1 < nums2 <= right . nums1 and nums2 are both prime numbers. nums2 - nums1 is the minimum amongst all other pairs satisfying the above conditions. Return the positive integer array ans = [nums1, nums2]. If there are multiple pairs satisfying these conditions, return the one with the minimum nums1 value or [-1, -1] if such numbers do not exist.  A number greater than 1 is called prime if it is only divisible by 1 and itself.     Example 1:  Input: left = 10, right = 19 Output: [11,13] Explanation: The prime numbers between 10 and 19 are 11, 13, 17, and 19. The closest gap between any pair is 2, which can be achieved by [11,13] or [17,19]. Since 11 is smaller than 17, we return the first pair. Example 2:  Input: left = 4, right = 6 Output: [-1,-1] Explanation: There exists only one prime number in the given range, so the conditions cannot be satisfied.    Constraints:  1 <= left <= right <= 106", Medium
2525,"Given four integers length, width, height, and mass, representing the dimensions and mass of a box, respectively, return a string representing the category of the box.  The box is ""Bulky"" if: Any of the dimensions of the box is greater or equal to 104. Or, the volume of the box is greater or equal to 109. If the mass of the box is greater or equal to 100, it is ""Heavy"". If the box is both ""Bulky"" and ""Heavy"", then its category is ""Both"". If the box is neither ""Bulky"" nor ""Heavy"", then its category is ""Neither"". If the box is ""Bulky"" but not ""Heavy"", then its category is ""Bulky"". If the box is ""Heavy"" but not ""Bulky"", then its category is ""Heavy"". Note that the volume of the box is the product of its length, width and height.     Example 1:  Input: length = 1000, width = 35, height = 700, mass = 300 Output: ""Heavy"" Explanation:  None of the dimensions of the box is greater or equal to 104.  Its volume = 24500000 <= 109. So it cannot be categorized as ""Bulky"". However mass >= 100, so the box is ""Heavy"". Since the box is not ""Bulky"" but ""Heavy"", we return ""Heavy"". Example 2:  Input: length = 200, width = 50, height = 800, mass = 50 Output: ""Neither"" Explanation:  None of the dimensions of the box is greater or equal to 104. Its volume = 8 * 106 <= 109. So it cannot be categorized as ""Bulky"". Its mass is also less than 100, so it cannot be categorized as ""Heavy"" either.  Since its neither of the two above categories, we return ""Neither"".    Constraints:  1 <= length, width, height <= 105 1 <= mass <= 103", Easy
2526,"For a stream of integers, implement a data structure that checks if the last k integers parsed in the stream are equal to value.  Implement the DataStream class:  DataStream(int value, int k) Initializes the object with an empty integer stream and the two integers value and k. boolean consec(int num) Adds num to the stream of integers. Returns true if the last k integers are equal to value, and false otherwise. If there are less than k integers, the condition does not hold true, so returns false.    Example 1:  Input [""DataStream"", ""consec"", ""consec"", ""consec"", ""consec""] [[4, 3], [4], [4], [4], [3]] Output [null, false, false, true, false]  Explanation DataStream dataStream = new DataStream(4, 3); //value = 4, k = 3  dataStream.consec(4); // Only 1 integer is parsed, so returns False.  dataStream.consec(4); // Only 2 integers are parsed.                       // Since 2 is less than k, returns False.  dataStream.consec(4); // The 3 integers parsed are all equal to value, so returns True.  dataStream.consec(3); // The last k integers parsed in the stream are [4,4,3].                       // Since 3 is not equal to value, it returns False.    Constraints:  1 <= value, num <= 109 1 <= k <= 105 At most 105 calls will be made to consec.", Medium
